SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SEASON,SURVEY,YEAR,LENGTH,WEIGHT,pred,K_rel
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,10.00,0.010,0.007452992,1.3417430147
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,11.00,0.009,0.0101248458,0.8889024248
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,11.00,0.010,0.0101248458,0.9876693609
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,13.00,0.021,0.0173222478,1.2123137966
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,14.00,0.016,0.0219817705,0.727875854
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,24.00,0.148,0.1243164643,1.1905100486
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,24.00,0.134,0.1243164643,1.0778942332
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,25.00,0.144,0.1417484077,1.0158844277
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,26.00,0.188,0.1607948961,1.1691913399
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,26.00,0.162,0.1607948961,1.0074946652
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,28.00,0.172,0.20404722,0.8429421385
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,29.00,0.232,0.2284125244,1.0157061245
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,29.00,0.246,0.2284125244,1.0769987355
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,30.00,0.296,0.2547112749,1.1621001078
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,31.00,0.338,0.2830247377,1.1942418982
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,35.00,0.504,0.4180711527,1.2055364182
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,36.00,0.456,0.457697089,0.9962921133
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,37.00,0.584,0.499837095,1.16838067
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,39.00,0.564,0.5920000722,0.9527025865
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,40.00,0.648,0.6421946475,1.0090398644
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,40.00,0.612,0.6421946475,0.9529820941
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,42.00,0.736,0.7512425575,0.9797102049
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,42.00,0.718,0.7512425575,0.955749901
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,46.00,0.806,1.0064247749,0.8008546889
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,49.00,1.158,1.2330543363,0.9391313634
164712,WGOM,NONE,11,FALL,MADMF fall BTS,2019,58.00,2.196,2.1202541696,1.0357248822
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,14.00,0.032,0.0263338641,1.2151653787
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,15.00,0.041,0.0324214039,1.2645966863
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,16.00,0.034,0.0393838293,0.863298481
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,16.00,0.041,0.0393838293,1.0410364036
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,16.00,0.040,0.0393838293,1.0156452718
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,17.00,0.048,0.0472803251,1.0152214463
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,17.00,0.040,0.0472803251,0.8460178719
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,17.00,0.044,0.0472803251,0.9306196591
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,18.00,0.062,0.0561701291,1.1037895232
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,18.00,0.056,0.0561701291,0.9969711823
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,18.00,0.056,0.0561701291,0.9969711823
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,18.00,0.053,0.0561701291,0.9435620118
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,19.00,0.068,0.0661125289,1.0285493707
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,19.00,0.057,0.0661125289,0.8621663842
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,19.00,0.065,0.0661125289,0.9831721926
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,19.00,0.061,0.0661125289,0.9226692884
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,19.00,0.056,0.0661125289,0.8470406582
164712,WGOM,NONE,11,SPRING,MADMF spring BTS,2010,20.00,0.068,0.0771668592,0.8812073047
