SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SEASON,SURVEY,YEAR,LENGTH,WEIGHT,pred,K_rel
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1992,65.00,2.980,2.9347332251,1.015424494
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1992,72.00,3.920,4.0378071824,0.9708239703
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1992,79.00,5.410,5.3933045316,1.0030955916
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1992,86.00,6.520,7.0288560225,0.9276047168
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1993,18.00,0.050,0.0534397434,0.9356332346
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1993,57.00,1.916,1.9481497363,0.9834972971
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1993,70.00,4.200,3.6980862699,1.1357225585
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,40.00,0.746,0.6452934362,1.1560632081
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,47.00,1.080,1.0672309506,1.0119646543
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,51.00,1.880,1.3769667222,1.3653198511
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,58.00,2.370,2.0567726712,1.1522906898
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,59.00,2.240,2.1694389324,1.0325250306
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,62.00,2.870,2.5324798736,1.1332765286
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,64.00,2.880,2.7961605711,1.0299837677
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,64.00,3.130,2.7961605711,1.1193920808
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,70.00,3.630,3.6980862699,0.9815887827
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1994,87.00,7.880,7.2869926333,1.0813788893
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,39.00,0.685,0.59628559,1.1487783898
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,52.00,1.520,1.4629614515,1.0389884152
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,56.00,1.970,1.8434921481,1.0686240254
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,67.00,3.120,3.2257384414,0.9672203921
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,68.00,4.120,3.3783295591,1.2195376229
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,71.00,3.930,3.8654112646,1.0167094084
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1995,71.00,4.830,3.8654112646,1.249543624
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1996,63.00,2.920,2.6621024247,1.0968774052
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1998,40.00,0.657,0.6452934362,1.0181414581
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1998,40.00,0.628,0.6452934362,0.9732006631
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,42.00,0.772,0.7513853507,1.027435522
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,45.00,1.020,0.9318386427,1.0946101108
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,48.00,1.210,1.1396816056,1.0617000345
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,49.00,1.620,1.215403484,1.3328906995
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,50.00,1.430,1.2944729919,1.1046966673
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,51.00,1.420,1.3769667222,1.0312522279
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,51.00,1.480,1.3769667222,1.0748262657
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,51.00,1.670,1.3769667222,1.2128107188
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,54.00,1.630,1.6457619138,0.9904227254
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,54.00,1.680,1.6457619138,1.0208037906
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,55.00,1.680,1.7427220905,0.9640091264
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,55.00,1.860,1.7427220905,1.0672958185
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,58.00,2.080,2.0567726712,1.0112930948
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,58.00,2.210,2.0567726712,1.0744989132
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,60.00,2.230,2.2862266607,0.975406349
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,60.00,2.350,2.2862266607,1.027894583
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,64.00,2.680,2.7961605711,0.9584571171
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,64.00,2.600,2.7961605711,0.9298464569
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,65.00,3.080,2.9347332251,1.0494991414
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,66.00,3.270,3.0778994466,1.062412875
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,67.00,3.160,3.2257384414,0.9796206535
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,69.00,3.530,3.5357522914,0.9983731068
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,1999,70.00,3.620,3.6980862699,0.9788846814
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2000,52.00,1.550,1.4629614515,1.0594947655
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2000,59.00,2.320,2.1694389324,1.0694009245
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2000,92.00,9.000,8.6748185614,1.0374856761
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2001,60.00,2.480,2.2862266607,1.0847568365
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2001,63.00,2.640,2.6621024247,0.9916973801
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2001,69.00,3.234,3.5357522914,0.9146568349
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2002,81.00,5.930,5.8308120823,1.0170109954
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2003,88.00,6.660,7.5514959899,0.881944453
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,4.00,0.001,0.0004897785,2.0417394318
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,17.00,0.036,0.0447116607,0.8051590884
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,18.00,0.050,0.0534397434,0.9356332346
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,22.00,0.077,0.0999428625,0.77044021
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,22.00,0.078,0.0999428625,0.780445927
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,22.00,0.089,0.0999428625,0.8905088141
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,23.00,0.115,0.1148098602,1.0016561276
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,24.00,0.111,0.1311121481,0.8466034733
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,27.00,0.171,0.1893330372,0.9031704267
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,27.00,0.175,0.1893330372,0.9242972203
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,27.00,0.201,0.1893330372,1.0616213787
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,28.00,0.209,0.2120804744,0.9854749739
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,29.00,0.194,0.2366168602,0.8198908558
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,29.00,0.245,0.2366168602,1.0354291735
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,29.00,0.251,0.2366168602,1.0607866226
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,32.00,0.319,0.3216781048,0.9916745815
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,32.00,0.328,0.3216781048,1.0196528612
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,33.00,0.344,0.3540901303,0.9715040624
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,40.00,0.767,0.6452934362,1.1886065424
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2004,42.00,0.737,0.7513853507,0.980854896
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2005,28.00,0.234,0.2120804744,1.1033547555
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2005,44.00,0.889,0.8687451443,1.0233150722
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2005,65.00,3.616,2.9347332251,1.2321392517
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2008,26.00,0.164,0.1683031626,0.9744320754
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,25.00,0.130,0.1489197806,0.8729532065
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,25.00,0.120,0.1489197806,0.8058029599
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,26.00,0.172,0.1683031626,1.0219653474
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,26.00,0.170,0.1683031626,1.0100820294
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,45.00,0.950,0.9318386427,1.0194898091
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,48.00,1.030,1.1396816056,0.9037611864
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2009,51.00,1.240,1.3769667222,0.9005301145
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,21.00,0.085,0.0864414648,0.9833243824
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,21.00,0.075,0.0864414648,0.867639161
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,21.00,0.086,0.0864414648,0.9948929046
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,22.00,0.105,0.0999428625,1.0506002863
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,24.00,0.138,0.1311121481,1.0525340478
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,26.00,0.160,0.1683031626,0.9506654394
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,27.00,0.205,0.1893330372,1.0827481724
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,29.00,0.250,0.2366168602,1.0565603811
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,40.00,0.610,0.6452934362,0.9453063766
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,44.00,0.875,0.8687451443,1.0071998742
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,45.00,0.765,0.9318386427,0.8209575831
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,57.00,1.510,1.9481497363,0.7750944252
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,64.00,2.655,2.7961605711,0.9495162858
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,69.00,3.580,3.5357522914,1.0125143689
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2010,75.00,4.920,4.5862215537,1.0727785264
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,32.00,0.320,0.3216781048,0.9947832793
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,36.00,0.465,0.4645205914,1.0010320503
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,37.00,0.475,0.5059733726,0.9387845799
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,38.00,0.530,0.5498703428,0.9638635852
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,39.00,0.540,0.59628559,0.9056063219
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,39.00,0.575,0.59628559,0.9643030279
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,41.00,0.640,0.6969684317,0.9182625365
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,41.00,0.825,0.6969684317,1.183697801
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,45.00,0.795,0.9318386427,0.8531519982
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,46.00,1.145,0.9979753035,1.1473229808
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,48.00,1.070,1.1396816056,0.9388587082
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,50.00,1.370,1.2944729919,1.0583457582
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,50.00,1.395,1.2944729919,1.077658637
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,51.00,1.545,1.3769667222,1.1220314733
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,54.00,1.810,1.6457619138,1.0997945601
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,56.00,1.905,1.8434921481,1.033364857
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,58.00,1.950,2.0567726712,0.9480872764
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2011,64.00,3.345,2.7961605711,1.1962832301
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,31.00,0.280,0.2913435425,0.9610647195
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,43.00,0.795,0.8086191858,0.9831574787
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,45.00,0.675,0.9318386427,0.7243743381
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,46.00,1.025,0.9979753035,1.0270795243
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,50.00,1.100,1.2944729919,0.8497666671
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,59.00,1.900,2.1694389324,0.8758024813
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,59.00,1.920,2.1694389324,0.8850214548
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,69.00,3.810,3.5357522914,1.0775641748
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2013,73.00,4.265,4.2153540647,1.0117774058
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2014,46.00,0.930,0.9979753035,0.9318867879
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2014,46.00,0.955,0.9979753035,0.956937508
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2014,51.00,1.510,1.3769667222,1.0966132846
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,20.00,0.071,0.0742363553,0.9564047119
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,29.00,0.210,0.2366168602,0.8875107201
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,30.00,0.240,0.2630138866,0.9124993478
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,39.00,0.550,0.59628559,0.9223768093
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,39.00,0.640,0.59628559,1.0733111963
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,40.00,0.610,0.6452934362,0.9453063766
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,43.00,0.700,0.8086191858,0.8656732517
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,44.00,0.805,0.8687451443,0.9266238842
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,44.00,0.835,0.8687451443,0.9611564514
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,44.00,0.935,0.8687451443,1.0762650084
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,44.00,0.980,0.8687451443,1.1280638591
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,47.00,0.990,1.0672309506,0.9276342664
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,58.00,2.085,2.0567726712,1.0137240878
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2015,59.00,2.115,2.1694389324,0.9749064463
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2016,58.00,2.150,2.0567726712,1.045326997
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2017,54.00,1.615,1.6457619138,0.9813084058
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2017,57.00,1.810,1.9481497363,0.9290866951
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2017,58.00,2.120,2.0567726712,1.0307410389
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2017,64.00,2.490,2.7961605711,0.8905067991
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2017,65.00,2.495,2.9347332251,0.8501624538
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2017,65.00,2.625,2.9347332251,0.8944594955
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2018,47.00,1.135,1.0672309506,1.0634998913
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2018,49.00,1.155,1.215403484,0.9503017024
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2018,52.00,1.430,1.4629614515,0.9774693643
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2018,53.00,1.655,1.5525341372,1.0659991045
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2018,60.00,2.765,2.2862266607,1.2094163923
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2019,66.00,3.110,3.0778994466,1.0104293704
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2019,89.00,6.980,7.8224480933,0.8923037797
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2022,46.00,0.950,0.9979753035,0.951927364
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2022,48.00,1.095,1.1396816056,0.9607946593
164712,SNEMA,NONE,10,SPRING,NMFS spring BTS,2022,52.00,1.395,1.4629614515,0.9535452889
